Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
1aa71b23-790e-4d22-92da-c689682c8993,1993-05-03,,999-84-7590,S99922416,X45217366X,Ms.,Jeannie478,VonRueden376,,,,white,nonhispanic,F,Ashburnham  Massachusetts  US,711 Williamson Dale,Ayer,Massachusetts,Middlesex County,,42.51989885125408,-71.60090123178786,669285.92,4269.849999999999
1d7fe784-8667-47e8-b733-8e6ec0fbb5f9,1940-04-05,2006-01-08,999-30-7132,S99986129,X21798X,Ms.,Tia76,Crona259,,,S,white,nonhispanic,F,Hopedale  Massachusetts  US,537 Steuber Heights Unit 8,Middleborough,Massachusetts,Plymouth County,,41.855251684893965,-70.84734095146098,1559999.46,9074.919999999998
1d996507-b0e3-4ef8-ab62-9db3bd808105,1914-09-05,1999-09-16,999-81-9505,S99995290,X23927075X,Mrs.,Valentina258,Marvin195,,Jerde200,M,white,nonhispanic,F,Medford  Massachusetts  US,569 Grimes Lane Suite 4,Norwood,Massachusetts,Norfolk County,02090,42.20077358206677,-71.24542770243681,1390087.59,30680.679999999997
1f8da3b0-dd67-4925-a6d9-43a02d8402a7,1984-01-25,,999-20-5256,S99939861,X35562315X,Mrs.,Vennie613,Price929,,Murphy561,M,white,nonhispanic,F,Boston  Massachusetts  US,604 Harvey View,Blackstone,Massachusetts,Worcester County,,42.08692727530842,-71.5803826288018,820511.28,3389.6
21838b2e-18ba-4627-aea4-fca5b450230d,1975-11-27,,999-99-9338,S99951275,X30346252X,Mr.,Clark193,Hilll811,,,M,white,nonhispanic,M,Weymouth  Massachusetts  US,202 Tromp Street Suite 0,Framingham,Massachusetts,Middlesex County,01701,42.35307572611395,-71.41813168658682,910953.0,3134.64
21a5c5d3-a090-450d-91c1-a9bf3f2902d1,1951-02-22,,999-90-6353,S99979137,X36348515X,Ms.,Lakenya863,Konopelski743,,,S,white,nonhispanic,F,Boston  Massachusetts  US,601 Bergnaum Lodge Suite 93,Raynham,Massachusetts,Bristol County,,41.896901705662664,-71.0176598240094,1471579.96,14274.309999999998
21ce6dc0-8668-4221-a5bc-6d6a1afe4c52,1958-11-06,,999-23-7418,S99999045,X28857182X,Mrs.,Tiara667,Reinger292,,Upton904,M,white,nonhispanic,F,Walpole  Massachusetts  US,886 Stark Rue,Lowell,Massachusetts,Middlesex County,01850,42.645679007346615,-71.33428294931316,1320900.31,13893.189999999999
23365743-e8f2-4aba-8242-15463f81f81b,1925-03-23,,999-11-9928,S99944440,X985950X,Mrs.,Araceli695,Reichel38,,Green467,M,white,nonhispanic,F,Lunenburg  Massachusetts  US,746 Harvey Arcade Apt 63,Barnstable,Massachusetts,Barnstable County,02637,41.749275591967525,-70.39007757100454,1399992.99,16008.839999999998
252fc319-ec89-43e4-b28c-184e9b5542b4,1971-06-14,,999-89-5921,S99978812,X75304132X,Mrs.,Jenise920,Boyer713,,Keeling57,M,white,nonhispanic,F,Needham  Massachusetts  US,1038 Altenwerth Rapid Unit 73,Chelsea,Massachusetts,Suffolk County,02149,42.436819667926024,-71.03134245671647,976300.1,19152.089999999997
257af8d7-ba2c-4394-9a30-691e6f80d8a6,1917-05-31,,999-92-1404,S99946525,X52672915X,Mrs.,Nickole723,Denesik803,,Cruickshank494,M,white,nonhispanic,F,Fitchburg  Massachusetts  US,117 Hermann Common,Barnstable,Massachusetts,Barnstable County,02601,41.72930445491016,-70.33977270168727,1600827.58,32774.56
278c5ad9-1e68-45f5-b274-0bdbb60569be,1969-04-13,,999-85-4871,S99979506,X21577942X,Mrs.,Joanna347,Hermiston71,,Rolfson709,M,white,nonhispanic,F,Arlington  Massachusetts  US,105 Murphy Dam,East Longmeadow,Massachusetts,Hampden County,,42.09190482915468,-72.5233528448235,1131869.75,8580.429999999998
29fc389e-f454-4907-8fa5-987f312cc32a,1982-03-07,,999-59-4905,S99924114,X76526910X,Mr.,Eusebio566,Cremin516,,,M,white,hispanic,M,Woburn  Massachusetts  US,915 Legros Neck Apt 5,Lynn,Massachusetts,Essex County,01905,42.48275396387037,-70.85785433007347,791005.88,4364.5599999999995
2a6d1e58-88eb-4be0-b6b4-59a471257c2e,1964-10-10,,999-22-8704,S99976805,X66668021X,Ms.,Nikia872,Herzog843,,,S,white,nonhispanic,F,Wareham  Massachusetts  US,679 Robel Junction Apt 36,Quincy,Massachusetts,Norfolk County,02169,42.26408217588162,-71.05184674134962,1224823.18,24117.409999999996
2cd4ff27-8689-4c17-b96d-f6daeeac830a,1943-02-19,,999-63-2990,S99961340,X59014388X,Mrs.,Mertie42,Leannon79,,O'Kon634,M,white,nonhispanic,F,Amherst  Massachusetts  US,461 Hills Bay Suite 45,Williamsburg,Massachusetts,Hampshire County,,42.37259449038265,-72.69688600353085,1439840.68,16413.28
2d350bad-f546-4799-b04a-32236b4b3930,1923-05-15,2013-03-12,999-87-1875,S99923204,X30789689X,Mrs.,Lucilla742,Durgan499,,Runolfsdottir785,M,white,nonhispanic,F,Boston  Massachusetts  US,749 Greenholt Gardens Unit 68,West Springfield,Massachusetts,Hampden County,01089,42.15274956767405,-72.66150866677856,1401523.84,47071.2
2d3e8561-04d7-48eb-8bac-a978d10f5641,1969-05-22,,999-76-4453,S99927475,X13083968X,Mr.,Chas63,Lebsack687,,,M,white,nonhispanic,M,Milford  Massachusetts  US,611 Williamson Loaf Apt 44,Somerville,Massachusetts,Middlesex County,02138,42.4545433332222,-71.13361991088999,1047108.0,3952.0399999999995
2dc2c931-b06e-4249-8a39-c33bc60c0f03,1942-07-23,1997-08-10,999-77-2149,S99911520,X79300379X,Mrs.,Vanda440,Dooley940,,Hintz995,M,white,nonhispanic,F,Boston  Massachusetts  US,1007 Pagac Road Apt 92,Cambridge,Massachusetts,Middlesex County,02141,42.34212355324039,-71.1743354360484,1139852.3,8935.679999999998
2e00e359-abc8-49aa-b98c-c0cc554acf34,1951-02-22,2005-02-12,999-41-1766,S99914926,X25281080X,Mrs.,Natalya468,Mills423,,Torp761,M,white,nonhispanic,F,Northampton  Massachusetts  US,216 Douglas Bridge,Raynham,Massachusetts,Bristol County,,41.966035336175544,-71.02936901632589,1169089.59,7616.6799999999985
2ebc60de-f35e-40ef-ab09-ed736e6b4caa,1995-06-11,,999-99-7014,S99989657,X75089258X,Mr.,Agustín529,Chavarría957,,,,asian,hispanic,M,La Paz  Baja California  MX,635 Blanda Wynd Unit 42,Saugus,Massachusetts,Essex County,01906,42.50713210993972,-71.02061105006739,514456.2,3430.52
2ffe9369-24e4-414b-8973-258fad09313a,1958-07-01,,999-76-2715,S99927965,X70120330X,Mrs.,Amada498,Reichert620,,Spinka232,M,white,nonhispanic,F,Watertown  Massachusetts  US,970 Grant Highlands,Foxborough,Massachusetts,Norfolk County,,42.07894173393037,-71.22544168501237,1368017.49,15959.849999999999
32cd6f76-10ed-47e8-9547-0f6be517d213,1971-07-28,,999-56-2514,S99961385,X20529988X,Mrs.,Kiyoko456,Blanda868,,Grant908,M,white,nonhispanic,F,Milford  Massachusetts  US,470 Leffler Path Unit 68,Rochester,Massachusetts,Plymouth County,,41.722443655040266,-70.86659801639622,1106202.78,4599.5199999999995
33189b5c-5919-4e99-8b62-89b225531eac,1975-06-05,1976-11-11,999-25-1295,,,,Eustolia154,Hagenes547,,,,white,nonhispanic,F,Harwich  Massachusetts  US,465 Johns Row,Leicester,Massachusetts,Worcester County,,42.20597765240149,-71.87344526561378,31320.0,442.43999999999994
34382e29-6854-4353-85be-802262bfea6e,1980-04-29,,999-23-9936,S99917450,X88818111X,Mr.,Ethan766,Goyette777,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,232 Conroy Dale Apt 66,Framingham,Massachusetts,Middlesex County,,42.315311151716394,-71.48549442577419,819667.32,2581.3599999999997
3a52cc8f-394a-4840-968d-b595f4e3106d,1936-09-11,,999-81-2423,S99996432,X55934321X,Ms.,Brook779,Vandervort697,,,S,white,nonhispanic,F,Harwich  Massachusetts  US,770 Abshire Trace Apt 47,Swansea,Massachusetts,Bristol County,,41.73943324293453,-71.16712966759792,1433412.38,14574.359999999999
3a645748-8ddc-4876-8674-5c1ac5bf2899,1928-01-31,,999-16-9592,S99963039,X22359420X,Mrs.,Irina619,Rice937,,Hoeger474,M,black,nonhispanic,F,North Adams  Massachusetts  US,621 Orn Hollow Suite 79,Boston,Massachusetts,Suffolk County,02113,42.29250763969032,-71.04844479537485,1416713.4,19966.979999999996
3b46f9a9-3447-441d-abd4-4f8e46f9e0c2,1946-02-13,2004-09-11,999-26-4706,S99974686,X17866631X,Mrs.,Neva514,Leffler128,,Dare640,M,white,nonhispanic,F,Winchester  Massachusetts  US,848 Steuber Skyway Suite 76,Brockton,Massachusetts,Plymouth County,02301,42.126843822875976,-70.99878316236524,758128.3700000001,9949.959999999997
3b95da79-b5aa-419a-9558-f4627b02ae3a,1958-12-03,,999-47-1693,S99923338,X55650811X,Mr.,Millard193,Stamm704,,,M,black,nonhispanic,M,Wakefield  Massachusetts  US,700 Quigley Mission,Lynn,Massachusetts,Essex County,01906,42.4871564499774,-70.92618040365436,1293065.71,5771.879999999999
3c8151ab-f2b1-44e1-9adc-8f27743496a4,1997-02-24,,999-81-6481,S99973718,X12146654X,Ms.,Leah288,Murray856,,,,white,hispanic,F,Boston  Massachusetts  US,298 McLaughlin Orchard,Auburn,Massachusetts,Worcester County,,42.20249412700759,-71.81329958988418,462651.03,3870.6499999999996
3e89db15-7c8d-464c-8ed6-e1535438ca83,1959-01-19,,999-11-8188,S99921828,X34428233X,Mrs.,Elena945,McDermott739,,Beer512,M,white,nonhispanic,F,Boxford  Massachusetts  US,765 Spencer Orchard,Cambridge,Massachusetts,Middlesex County,02139,42.3704021277211,-71.10201970783285,1509802.51,10432.069999999998
40c5db10-1a0d-4eef-b5de-931edd347fc2,1958-12-06,,999-82-3372,S99911969,X2812684X,Mr.,Eliseo499,Lind531,,,M,white,nonhispanic,M,Boston  Massachusetts  US,214 Considine Club,Boston,Massachusetts,Suffolk County,02151,42.31262834329596,-71.06215441648658,1273731.06,5691.88
44c8b4c8-4457-4ba0-94b6-285ef327a249,1941-03-25,1989-01-17,999-33-7429,S99993402,X83558016X,Mr.,Jamey282,Hermiston71,,,M,asian,nonhispanic,M,New Bedford  Massachusetts  US,780 Okuneva Annex Apt 36,Concord,Massachusetts,Middlesex County,,42.4937745084856,-71.4128121495033,986340.62,3392.04
45d68751-751e-4954-bc9d-f7a47e21eede,1995-08-29,,999-54-6754,S99924751,X40613999X,Mr.,Matthew562,Stokes453,,,,asian,nonhispanic,M,Haiphong  Kiến An  VN,826 Carroll Mill,Boston,Massachusetts,Suffolk County,02134,42.30681240848193,-71.05212605599104,507367.68,2717.24
46768e09-6b9f-49fe-9480-529079f64562,1984-09-13,,999-54-7892,S99943085,X12453360X,Mrs.,Rana586,Davis923,,Sporer811,M,white,nonhispanic,F,Arlington  Massachusetts  US,902 Stiedemann Drive Unit 71,Beverly,Massachusetts,Essex County,,42.55353132429881,-70.87309760391344,758474.13,7509.409999999999
48713268-0ca7-4699-a372-56af983af6f0,1992-04-30,,999-80-7704,S99980289,X70628984X,Mrs.,Vanna750,Denesik803,,Gleason633,M,white,nonhispanic,F,Somerville  Massachusetts  US,883 Nader Lock Apt 76,Franklin,Massachusetts,Norfolk County,02038,42.06491888748436,-71.44312434817734,576629.71,2606.4
4877881d-b098-4299-9075-febe1b3b8934,1975-02-04,,999-16-7023,S99957548,X31313396X,Mrs.,Jeane173,Robel940,,Kessler503,M,white,nonhispanic,F,North Brookfield  Massachusetts  US,772 Altenwerth Trailer,Boston,Massachusetts,Suffolk County,,42.33703028980781,-71.03531980483159,935140.51,6563.149999999999
48f06aac-21ac-44d5-9bf5-d921d30cef89,1946-07-17,,999-59-8122,S99921460,X28084715X,Mr.,Eusebio566,Schulist381,,,S,white,nonhispanic,M,Malden  Massachusetts  US,511 Graham Union Suite 58,Malden,Massachusetts,Middlesex County,02155,42.43637027909838,-71.0623856438057,1373079.72,10308.61
49303b96-1de5-4365-9ff3-bf960aea755b,1937-08-20,,999-44-3488,S99935878,X37105727X,Ms.,Astrid395,Dickens475,,,S,white,nonhispanic,F,Webster  Massachusetts  US,164 Stokes Lodge Apt 34,Winchendon,Massachusetts,Worcester County,01475,42.71744809163345,-72.05377843463215,1641869.78,18606.699999999997
4a50c62e-24ba-459b-993c-0959691cf96d,1947-07-12,1989-11-25,999-13-8181,S99993186,X9890795X,Mrs.,Kristeen693,Cole117,,Konopelski743,M,asian,nonhispanic,F,Hong Kong  Hong Kong Special Administrative Region  CN,1070 Bartoletti Neck,Peabody,Massachusetts,Essex County,,42.494225914978735,-71.07854665743743,848337.83,5741.799999999999
4a52ea9c-d410-4b78-a4da-6053e2ed0787,1974-06-01,,999-58-4852,S99913384,X72857730X,Mrs.,Aundrea980,Mertz280,,Bogisich202,M,black,nonhispanic,F,Fitchburg  Massachusetts  US,1023 Lakin Overpass Unit 93,Waltham,Massachusetts,Middlesex County,02472,42.37321770784337,-71.19364659680481,1150940.92,7191.239999999999
4b414e31-2791-4942-9c28-46a299805848,1963-12-05,,999-51-2834,S99924835,X87443723X,Mrs.,Muoi890,Nolan344,,Romaguera67,M,white,nonhispanic,F,Brockton  Massachusetts  US,764 Stokes Vista,Medway,Massachusetts,Norfolk County,,42.18684061153454,-71.46568867528029,1277956.81,9717.399999999998
4b8d5256-a202-4f3a-be23-5f4351251eb3,1955-03-04,2015-05-29,999-88-2158,S99971977,X40035613X,Mrs.,Mickey576,Corwin846,,Kemmer137,M,white,nonhispanic,F,Methuen  Massachusetts  US,1098 Fadel Parade Apt 47,Sharon,Massachusetts,Norfolk County,,42.143511765559516,-71.15384941475624,1377511.1300000001,12232.55
4be910c3-22ae-4868-9dbe-667aec6e5342,1956-09-27,,999-31-1948,S99948250,X51404334X,Mrs.,Kathrine376,Ledner144,,Kunde533,M,white,nonhispanic,F,Newbury  Massachusetts  US,651 Williamson Alley,Westminster,Massachusetts,Worcester County,,42.567930244469736,-71.88380738995627,1280396.78,17478.749999999996
4e169876-06be-4151-9ae1-b5568765ee13,1999-04-21,,999-45-1693,S99990763,X82823696X,Ms.,Olene159,Greenholt190,,,,black,hispanic,F,Peabody  Massachusetts  US,289 Brown Glen Unit 6,Revere,Massachusetts,Suffolk County,02151,42.39074270611779,-70.98661201743018,433901.58999999997,3037.24
4e83ed9f-f2ed-4add-8434-2fc116de704b,1942-02-05,,999-44-6419,S99969199,X63385032X,Mrs.,Lisha487,Mayert710,,Ondricka197,M,white,nonhispanic,F,Ludlow  Massachusetts  US,669 Macejkovic Lane Suite 42,Abington,Massachusetts,Plymouth County,,42.11385964116276,-70.91895573750956,1475771.42,18923.76
4eb14734-102d-442d-b683-809b100a1dea,1969-04-04,,999-19-8993,S99999655,X70491254X,Mrs.,Gretchen912,Watsica258,,Thompson596,M,white,nonhispanic,F,Lawrence  Massachusetts  US,1079 Jakubowski Knoll Apt 33,Methuen,Massachusetts,Essex County,01844,42.711768596019546,-71.1821524302431,226780.21000000002,10001.769999999999
4f0cc2f3-8492-41c9-ad38-f01219739df0,1964-11-05,,999-60-3312,S99948866,X27851199X,Mrs.,Analisa263,Kiehn525,,Pouros728,M,white,nonhispanic,F,Boston  Massachusetts  US,1064 Rath Dam,Plymouth,Massachusetts,Plymouth County,02360,41.86058335674458,-70.62419702125082,1177832.41,10573.919999999998
505609ce-7420-4cad-8c97-e1c42c4c79c7,1969-03-31,,999-80-4797,S99919121,X36283545X,Mr.,Brain142,Crona259,,,M,white,nonhispanic,M,Attleboro  Massachusetts  US,641 Goldner Course Suite 85,Hampden,Massachusetts,Hampden County,,42.04409730215208,-72.4188740692124,1082533.28,4720.28
5137bcf1-9fc6-4187-8d8a-da1624e21751,1927-06-30,,999-83-8712,S99949082,X37419906X,Mrs.,Santana368,Tromp100,,Little434,M,white,nonhispanic,F,Cambridge  Massachusetts  US,911 Kuhic Bridge,North Adams,Massachusetts,Berkshire County,01247,42.670579376853624,-73.10167962610527,1524333.46,23145.03
51f196eb-b11e-493e-ad95-254285af055e,1963-08-07,,999-89-8579,S99966190,X24339233X,Mrs.,Cleopatra935,Grant908,,Cartwright189,M,white,nonhispanic,F,Lynn  Massachusetts  US,790 Mueller Mill,Newton,Massachusetts,Middlesex County,02465,42.283439914360784,-71.24251181979737,1158561.1,7300.879999999999
528cb8bd-10b7-400d-9069-d599cce1b2f1,1960-07-16,,999-25-2671,S99929320,X40401775X,Mrs.,Romona686,Aufderhar910,,Connelly992,M,white,nonhispanic,F,Quincy  Massachusetts  US,675 Collier Plaza,Salem,Massachusetts,Essex County,01970,42.526110983631746,-70.8755414561565,1229651.79,7827.519999999999
532696f2-0b76-4eb0-9aea-a74e2fb1bed2,1967-05-18,,999-53-7790,S99953498,X78970604X,Mrs.,Takisha161,Kunze215,,Runolfsson901,M,white,nonhispanic,F,Milford  Massachusetts  US,747 Batz Harbor,Natick,Massachusetts,Middlesex County,,42.324155298104756,-71.36749247910899,1110848.54,7217.5999999999985
538421f8-9001-4853-8e84-59fcabdfe46d,1981-08-18,,999-60-6266,S99984484,X22959141X,Mrs.,Katelyn962,Osinski784,,Dibbert990,M,white,nonhispanic,F,Patras  Achaea  GR,1091 Ruecker Frontage road Suite 21,Hopedale,Massachusetts,Worcester County,,42.17280363322824,-71.50164019262029,747290.92,11755.439999999999
542a3d97-d840-4f63-9cc7-5110ce3f7e82,1956-10-11,,999-60-7953,S99961739,X286394X,Mrs.,Clara183,Lemus978,,Cedillo160,M,white,hispanic,F,Lima  Lima Province  PE,450 Pfeffer Loaf Unit 13,Waltham,Massachusetts,Middlesex County,02452,42.34657627635637,-71.19066467166614,1332486.38,15887.599999999997
55f5ca08-6b25-4f13-9bf8-b3f0b3301647,1937-04-27,2009-05-06,999-22-8476,S99974477,X20336531X,Mrs.,Iesha760,Mann644,,Kilback373,M,white,nonhispanic,F,Barnstable  Massachusetts  US,1023 Rippin Extension Apt 6,Lunenburg,Massachusetts,Worcester County,01462,42.61139858047822,-71.67708880705014,1503986.44,12613.799999999997
5666bbaf-828b-4fd1-a4f9-eeead450816d,1953-04-25,,999-15-4336,S99985394,X55257561X,Mrs.,Eilene124,Lockman863,,Fisher429,M,asian,nonhispanic,F,Springfield  Massachusetts  US,208 Bauch Hollow Suite 42,Bellingham,Massachusetts,Norfolk County,,42.07969936752493,-71.47965265246313,1263999.05,10084.779999999999
58100357-85b6-4334-bc2a-8998c24a4812,1971-04-15,,999-40-8284,S99962622,X12252324X,Ms.,Tana168,Bechtelar572,,,S,white,nonhispanic,F,Greenfield  Massachusetts  US,302 Kirlin Highlands,Lunenburg,Massachusetts,Worcester County,,42.56149882305895,-71.68665525691193,1025338.38,10790.559999999998
593548b9-2898-4fcc-b457-2ade24d11123,1949-09-04,,999-16-9495,S99946658,X30785261X,Ms.,Tonja658,Jast432,,,S,white,nonhispanic,F,New Bedford  Massachusetts  US,424 Schroeder Manor Unit 84,Northbridge,Massachusetts,Worcester County,,42.13902588795002,-71.67647640677302,1348777.11,8946.599999999999
59486a8b-389b-4355-9df4-edc62bbd1a11,1951-10-11,,999-61-9573,S99977005,X40451909X,Mrs.,Devona405,Erdman779,,Brekke496,M,black,nonhispanic,F,Cambridge  Massachusetts  US,987 Gusikowski Spur,Southbridge,Massachusetts,Worcester County,,42.024624459308924,-72.02640052136711,1431579.0,12503.509999999998
5b5bc31a-0e78-4e08-a183-e2503be440b3,1961-03-12,,999-83-6147,S99992049,X23042933X,Mr.,Chi716,Sipes176,,,S,white,nonhispanic,M,Cambridge  Massachusetts  US,1071 Brown Ferry,Woburn,Massachusetts,Middlesex County,,42.51250377340673,-71.14356711082065,1231251.26,6429.28
