Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
1f979c02-125e-37f1-a88e-a470d69a9c51,02da9e41-5656-33e0-be62-aff604c958d3,Lamont867 Lueilwitz711,M,GENERAL PRACTICE,17 HENSHAW ST,BRIGHTON,MA,02135-2905,42.33196,-71.020173,47
1fb2fb3e-e3bd-3d79-b5a9-0b4730852c90,44bef9d3-91c2-3005-93e0-ccf436348ff0,Cheree978 Cassin499,F,GENERAL PRACTICE,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,262
218e730c-71a1-3e21-9bcf-2a2a57039166,4accc89c-6cb0-3c68-b985-eeae348786d4,Débora815 Mayorga262,F,GENERAL PRACTICE,540 GALLIVAN BLVD,DORCHESTER,MA,02124-5400,42.33196,-71.020173,83
21cc21a9-2cde-3674-aa7b-578979230673,de3b4863-ef19-3d0c-818a-e0a7764d7011,Wendi133 Farrell962,F,GENERAL PRACTICE,500 W CUMMINGS PARK,WOBURN,MA,01801-6541,42.488769,-71.154438,28
228ba362-7722-3807-97bb-14c70f450653,09548a91-70ff-3bb3-8f61-ee52f80665c2,Kymberly381 Schmeler639,F,GENERAL PRACTICE,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,38
23a5c77f-c1ff-3b6e-85d5-94d629b8ad84,88b48efa-fd39-3f7a-a554-3d2c84465f71,Diego848 Flatley871,M,GENERAL PRACTICE,1153 CENTRE ST,JAMAICA PLAIN,MA,02130-3446,42.33196,-71.020173,29
253874bc-8d3a-329d-8d8b-3f258db62074,7dbf8d9d-fc47-39df-9e54-649d6eb4f8d3,Porsche32 Lowe577,F,GENERAL PRACTICE,77 WARREN ST,BRIGHTON,MA,02135-3601,42.33196,-71.020173,56
2588ffdc-554b-3604-8e6d-2ff16518efe0,290f8d1d-fc6b-38bd-90b3-3c15d56dd97a,Blanch844 Bradtke547,F,GENERAL PRACTICE,51 MAIN ST,GLOUCESTER,MA,01930-5791,42.62885,-70.685875,33
258d01e7-d75a-31d5-9d10-529986dd7a75,580414e6-7ed5-36e1-8705-1c9cf627a28e,Victoria535 Villalpando154,F,GENERAL PRACTICE,833 MAIN ST,MELROSE,MA,02176-2715,42.455723,-71.05901899999999,30
259f5953-cd6f-3c3d-a47b-257882dffb4f,700056a6-3aea-3efd-8423-a9acbd38a5ea,Lonna614 Dietrich576,F,GENERAL PRACTICE,106 UNITED STATES HIGHWAY 44,RAYNHAM,MA,2767,41.9051941,-71.0609995,41
270a6552-f535-3e38-8201-e5db11318da4,eb41a4ec-fbbe-336c-9987-cae575551845,Sharonda198 Auer97,F,GENERAL PRACTICE,700 WASHINGTON ST,DEDHAM,MA,02026-4427,42.246871999999996,-71.179462,33
27a427cb-48b9-379e-841d-18e34ce2e38b,176a6fd8-69ff-3a50-88f3-90c7e88ef927,Terrence276 Grimes165,M,GENERAL PRACTICE,199 REEDSDALE RD,MILTON,MA,02186-3926,42.241557,-71.082432,56
2895ba77-853d-329e-8416-9c8c9084590f,e86f1fe7-2322-3732-bebc-938980487e36,Rodney21 McCullough561,M,GENERAL PRACTICE,411 CHANDLER ST,WORCESTER,MA,01602-3339,42.269478,-71.807783,30
29b8dadb-9378-3cb1-845d-fa41807a4f3b,73fa0d4b-31c1-3c12-af7f-39065b59ba5f,Andreas188 Bartoletti50,M,GENERAL PRACTICE,246 PARK ST,WEST SPRINGFIELD,MA,01089-3314,42.125451,-72.649734,86
2b0e30ee-dfd7-3ac1-82ab-9aa2d54a108b,72a10c1a-ee7c-3a01-97b1-33f63244c13e,Tomas436 Sauer652,M,GENERAL PRACTICE,200 Springs Rd.,Bedford,MA,01730,42.503376,-71.272644,189
2b0ee278-5b5e-3430-85ab-a64122442981,d9a6eed0-e314-3000-aba8-83d425f0024f,Ezra452 Crooks415,M,GENERAL PRACTICE,300 CANAL ST,SALEM,MA,01970-4558,42.499248,-70.898204,56
2c058ebc-5051-3784-8fb3-b634aadff281,61375750-0356-3ece-8d48-fe388c5ee18f,Virginia437 MacGyver246,F,GENERAL PRACTICE,100 HIGHLAND ST,MILTON,MA,02186-3881,42.241557,-71.082432,70
2d926d2d-4b1f-31e4-9ea4-f9790f865bdc,9b437641-29ee-37a9-99ed-cb224f28bc09,Rudy520 Anderson154,M,GENERAL PRACTICE,3 FRANKLIN CMNS,FRAMINGHAM,MA,01702-6619,42.307905,-71.436196,28
2f3834aa-be5a-3a4f-a60d-be926aa82110,b3e30964-03f2-3136-8347-255d16f65d93,Gerry91 Rogahn59,M,GENERAL PRACTICE,379 MAIN ST,YARMOUTH PORT,MA,02675-1819,41.706920000000004,-70.221117,28
30579212-744c-36a0-9efe-34398790b4e7,a1ef6330-7fb0-33e8-9622-01506abb1490,Michiko564 O'Connell601,F,GENERAL PRACTICE,64 MACY ST,RAYNHAM,MA,02767-1328,41.930477,-71.046214,44
3180b739-e823-37a0-b307-52a6d67db4a5,6f122869-a856-3d65-8db9-099bf4f5bbb8,Zana914 Considine820,F,GENERAL PRACTICE,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,2159
32549af3-da1c-3fd3-ab66-625738f56d21,c44f361c-2efb-3050-8f97-0354a12e2920,Gertrudis163 Schaden604,F,GENERAL PRACTICE,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,1314
326937ff-4a1a-3771-91cc-97a5dc9f34d0,ecc51621-0af3-3b35-ac3e-8b1e34022e92,Colby655 Schowalter414,F,GENERAL PRACTICE,795 MIDDLE STREET,FALL RIVER,MA,02721,41.725351,-71.094162,2225
3391b965-7e14-3685-abc6-d23cd15e8105,f81f4711-b663-35ab-bd7f-40d0aa8f8e26,Sudie246 Hackett68,F,GENERAL PRACTICE,103 MILLBURY ST,AUBURN,MA,01501-3205,42.198708,-71.846006,8
341e9a0c-e102-3e0c-b5df-3370a2ad2c61,a0a14713-50c4-3818-b0cb-8c2047f1458c,Tobias236 Bechtelar572,M,GENERAL PRACTICE,7 HERRING POND RD,CEDARVILLE,MA,02360-6903,41.888191,-70.59996600000002,103
3421aa75-dec7-378d-a9e0-0bc764e4cb0d,ef58ea08-d883-3957-8300-150554edc8fb,Tomas436 Sauer652,M,GENERAL PRACTICE,60 HOSPITAL ROAD,LEOMINSTER,MA,01453,42.520838,-71.770876,1557
35b68d18-e67e-37f7-aa49-fcc046f1a289,00717240-296a-35b2-a336-8e3d9f085fce,Forrest301 Strosin214,M,GENERAL PRACTICE,1180 BEACON ST,BROOKLINE,MA,02446-3806,42.323853,-71.142003,51
372ec77e-9311-35dc-9d20-d9f09075e6f2,26f1b65c-0efb-36a4-a07d-50e0346f30a4,Ezequiel972 Hoeger474,M,GENERAL PRACTICE,17 WALTHAM RD,WAYLAND,MA,01778-1128,42.360427,-71.361099,42
373e9e25-bfff-3fa9-91f6-f6e7ead0640a,d0b017aa-7bb3-3681-b0e4-f6031796f837,Eleonore965 Conn188,F,GENERAL PRACTICE,1400 STATE ST,SPRINGFIELD,MA,01109-2550,42.115454,-72.539978,41
375a5d95-0bee-350d-9081-772700f73e12,4bac2e3e-0bdd-3916-b5a8-f175fa5c80d1,Chase54 O'Reilly797,M,GENERAL PRACTICE,288 BEDFORD ST,WHITMAN,MA,02382-1820,42.078974,-70.93939,93
391075c3-8b90-3ca0-b7db-b739f33267b0,bcb26f1b-a37d-37dd-8819-c5dd6b6d9f74,Maryetta775 Cormier289,F,GENERAL PRACTICE,22 PLEASANT ST,WEST BRIDGEWATER,MA,02379-1506,42.021617,-71.026717,43
3976b189-db37-3057-a3e9-f59132a4ec26,0471e045-73e1-3540-a5e8-dbef0d4093b6,Sandee884 Kohler843,F,GENERAL PRACTICE,113 /2 MAIN ST,OXFORD,MA,01540-2832,42.12826,-71.8671,45
39c64423-d788-346a-a7db-33f7834084f5,5bba1a73-d276-3664-81ca-d6057b5b19e5,Hui924 Emard19,F,GENERAL PRACTICE,250 GREEN ST,GARDNER,MA,01440-1377,42.584206,-71.988737,33
3a65bdb3-12b2-3247-8e8a-0e34d295c736,5259a506-b80b-3ed5-9c30-83188eabf33e,Von197 Mraz590,M,GENERAL PRACTICE,881 Main Street,Fitchburg,MA,01420,42.586487,-71.80521,590
3b172b7b-6625-359e-8bbd-9d6bb9384ede,a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,Benton624 Becker968,M,GENERAL PRACTICE,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,184
3b31d425-c6bc-37c0-89a9-0f4dee70a7db,7fb56fd2-71ad-336a-9204-57765bd1e5d4,Jeffry142 Mohr916,M,GENERAL PRACTICE,425 N RD,HAMPDEN,MA,01036-9535,42.071188,-72.41771800000001,41
3c754cc8-87f4-36ba-88d7-862cafce0f4e,e5722d6d-2861-37d9-ba68-a25d187e587e,Margert370 Cartwright189,F,GENERAL PRACTICE,450 WASHINGTON ST,DEDHAM,MA,02026-4455,42.246871999999996,-71.179462,52
3cedace3-4af9-3262-b9d0-9ced1d4f4d62,2468bb56-3ceb-37c9-8140-14cbe3d36948,Haywood675 McCullough561,M,GENERAL PRACTICE,349 BROADWAY,SOMERVILLE,MA,02145-2407,42.390445,-71.101033,121
3d7e5bab-fea0-399d-9c09-4631456925a6,e7be2bea-4a1b-3bac-9874-3b149652461a,Tyra356 Runte676,F,GENERAL PRACTICE,3 OAKDALE LN,LINCOLN,MA,01773-1710,42.425506,-71.310812,86
3ee9b25b-e0b5-32da-9bf7-d3f34190dd9f,8f8511a3-705e-341a-b7b8-b536f9fb376f,Timoteo39 Garibay313,M,GENERAL PRACTICE,955 MAIN ST,WINCHESTER,MA,01890-4303,42.452752000000004,-71.144319,40
3f15c687-0cfe-3bf2-9e62-34f3c85ff3cb,4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,Jesús825 Quiroz936,M,GENERAL PRACTICE,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,1643
3ff2059b-0d20-3854-97ac-e8aa66c6440e,28312252-e57e-34cb-8e45-6ce36187d68c,Edward499 Ebert178,M,GENERAL PRACTICE,537 FAUNCE CORNER RD,NORTH DARTMOUTH,MA,02747-1242,41.646686,-70.999158,38
40371261-c4fb-3fba-b3d1-60f47aa0e68f,d672f853-e2a5-324e-98fa-c6d5f8dfc255,Vern731 Powlowski563,M,GENERAL PRACTICE,9 HOPE AVENUE,WALTHAM,MA,2453,42.3700513,-71.2490152,81
406824a5-a1ce-34a6-8b28-90225acc767e,03347b4d-994e-302b-848b-58019a4e274d,Clint766 Goldner995,M,GENERAL PRACTICE,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,347
408ea2a1-2cad-33d7-ae1c-952e3bed4d8e,7ffe74ac-786d-3c6d-bcb9-323352f6149c,Cheree978 Cassin499,F,GENERAL PRACTICE,140 CARANDO DRIVE,SPRINGFIELD,MA,1104,42.1463818,-72.5335973,47
40d7ff6c-5040-39aa-a876-19f1ccc6740c,3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,Luke971 Rath779,M,GENERAL PRACTICE,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,3083
416632e1-74f2-3d74-8417-2003551160ca,7c29cf46-3da7-39b3-906c-44efe4ba3c97,Ellis535 Graham902,M,GENERAL PRACTICE,426 S ST,PITTSFIELD,MA,01201-8228,42.451840000000004,-73.260685,61
4185c383-897e-34e7-9f9b-04c31dd7e615,9a7149fa-49fc-3c87-b935-d29c55808717,Jamie386 Eichmann909,M,GENERAL PRACTICE,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,258
4203a2de-7986-3b15-8e7b-1a7d4f599e13,d11326fd-9ee8-321f-a9d6-382f526d2b94,Dennis979 Von197,M,GENERAL PRACTICE,97 GREEN ST,FOXBOROUGH,MA,02035-2865,42.061338,-71.245802,65
4284bc80-515a-380f-a870-f48f3714ec4e,95ada8d8-9f38-3030-9e12-61acb7632fa5,Lon587 Moore224,M,GENERAL PRACTICE,1074 MAIN ST,WEST BARNSTABLE,MA,02668-1142,41.662727,-70.357208,58
4316189e-66ed-342f-a6fc-0de1b8fd5618,46084d3f-e6a2-37bc-b830-9b15674f7cae,Erwin847 Ondricka197,M,GENERAL PRACTICE,117 MAIN ST,SPENCER,MA,01562-2125,42.247211,-71.991867,29
43217089-f2eb-3b01-b03a-80ae01b35cd4,f61f14cb-8061-3fa0-ab90-221cb033eaa0,Roberto515 Sarabia507,M,GENERAL PRACTICE,5 POND RD,HARVARD,MA,01451-1649,42.504256,-71.588513,35
44591594-553b-3826-8390-77bb64fc3353,8383a576-10a5-37f6-9707-3c88bf1c9b9a,Lana840 McClure239,F,GENERAL PRACTICE,35 BEDFORD ST,LEXINGTON,MA,02420-4320,42.445221999999994,-71.23001500000001,37
446d1609-858f-3a54-8a52-0c4eacedd00e,f1fbcbfb-fcfa-3bd2-b7f4-df20f1b3c3a4,Patricia625 Salgado989,F,GENERAL PRACTICE,ONE GENERAL STREET,LAWRENCE,MA,01842,42.700273,-71.161357,1327
453c7bcd-d45c-3b5e-b9f7-7cb3bddbe6ed,e6065c61-7e21-3acf-8929-2955eee78596,Gearldine455 Berge125,F,GENERAL PRACTICE,116 BELMONT ST,WORCESTER,MA,01605-2964,42.269478,-71.807783,30
454c5900-606c-3574-b1c7-d2834e8709f8,65a74939-6441-32c0-bd3e-00b951c968e1,Fernando603 Sierra982,M,GENERAL PRACTICE,584 HIGH ST,DEDHAM,MA,02026-1807,42.246871999999996,-71.179462,39
45746081-5da4-39ca-b63a-fee26c220b24,e8a1f232-f360-30d6-806a-8901d99c0787,Ingrid581 VonRueden376,F,GENERAL PRACTICE,1 R NEWBURY ST,PEABODY,MA,01960-3816,42.534279,-70.969782,62
46752852-91d5-3f4a-a50a-a017a7785cfd,05466cb7-f3c0-3bcd-8f9e-421e6547cb51,Alena861 Daniel959,F,GENERAL PRACTICE,215 SUMMER ST,HAVERHILL,MA,01830-0632,42.782945,-71.087436,60
473722af-73f7-3054-9862-2c31e20f7e6c,0e7998eb-cf99-3b10-9381-4b3f4bf4d320,Fern75 Collins926,F,GENERAL PRACTICE,275 NICHOLS RD,FITCHBURG,MA,01420-1919,42.601977000000005,-71.81586999999999,60
47cb5349-d261-324a-9109-c888f4a0e966,60457c13-adb2-3415-82c5-86ab5dab5f93,Mohammed454 Parisian75,M,GENERAL PRACTICE,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,517
47dd16aa-b1c4-3fff-a304-d1540916320e,a871f568-0425-3a90-aaff-67f2235b788d,Nellie325 Sipes176,F,GENERAL PRACTICE,186 SUMMER ST,KINGSTON,MA,02364-1282,41.987196000000004,-70.74194200000001,48
4a55c232-1fff-3678-ba4e-9f20189ea88a,06eff9e0-c5b4-39ed-8273-2f29cf5d3185,Ines699 Weber641,F,GENERAL PRACTICE,464 GRANITE AVE,MILTON,MA,02186-5625,42.241557,-71.082432,85
4a8faa92-ef7c-377f-a438-8036a79d6de3,04c1cc59-11e3-30e5-b317-0bf5e765f3e8,Carolee951 Herman763,F,GENERAL PRACTICE,130 COUNTY RD,IPSWICH,MA,01938-2585,42.695981,-70.83564799999999,28
4a946874-1d8d-3b14-972f-de979df22688,3c8b233a-6c05-3357-b6e0-97306efcf971,Keeley419 Quigley282,F,GENERAL PRACTICE,54 MAPLE AVE B,RUTLAND,MA,01543-1527,42.388284999999996,-71.969865,97
4b04cd2f-3f27-35bc-8069-f4ca6339529f,3d10019f-c88e-3de5-9916-6107b9c0263d,Maile198 Frami345,F,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,2658
4bdeca28-26d8-370e-85af-621152583af3,d224247d-6fc0-395e-9bd2-b4c325d55b5d,Monte325 Kris249,M,GENERAL PRACTICE,162 GREAT RD,ACTON,MA,01720-5760,42.483953,-71.43849499999999,53
4c992ce4-ee94-33a1-b479-183b11183c89,d588c607-ff8f-35a8-ae27-c5852ea362c6,Gordon377 Goodwin327,M,GENERAL PRACTICE,200 N MAIN ST,EAST LONGMEADOW,MA,01028-2354,42.062378,-72.498111,84
4cfc6426-912a-305e-8bcd-ce014cfd4993,fb278911-40bf-3697-962d-08f729b2e7b8,Tyler508 Lynch190,M,GENERAL PRACTICE,2000 WASHINGTON ST,NEWTON,MA,02462-1602,42.331876,-71.208402,53
4d0bb3a1-8259-3749-a330-e9c17879d81a,f4e7709c-02f6-37ca-aeea-8247d74e88e7,Vertie683 Towne435,F,GENERAL PRACTICE,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,1194
4e45885d-d480-3ab8-a4e7-ab99533a6336,1ff2e3aa-8234-3a06-a1f7-c622d7b2c1d8,Lasonya941 Effertz744,F,GENERAL PRACTICE,60 MESSENGER ST,PLAINVILLE,MA,02762-2258,42.012797,-71.336578,30
526848d0-1d53-33d9-9e9d-cd1afca52aa7,5f0a1caa-7e67-3777-babb-c06f9cb1b118,Drusilla108 Bauch723,F,GENERAL PRACTICE,813 SOUTHBRIDGE ST,AUBURN,MA,01501-1323,42.198708,-71.846006,36
54b06aec-62f4-347c-bd09-165cbba80360,3265f387-6c51-32ee-8f6d-b2a89caa34d5,Leonor133 Nájera755,F,GENERAL PRACTICE,151 EVERETT AVENUE,CHELSEA,MA,2150,42.3961274,-71.0392206,61
56c64467-dd8a-36ca-91c5-4c729475aa21,8ad64ecf-c817-3753-bee7-006a8e662e06,Brittani427 Satterfield305,F,GENERAL PRACTICE,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,1682
5718012f-98aa-3971-ad2e-bd42da8625ea,90cf148c-69ed-3d33-aa86-b509c6b0b25f,Edie35 Howell947,F,GENERAL PRACTICE,170 GOVERNORS AVENUE,MEDFORD,MA,2155,42.4259086,-71.1113649,474
